svm_linear,0.59,0.59
svm_polynomial,0.75,0.69
svm_rbf,0.98,0.935
logistic,0.59,0.59
knn,0.9633333333333334,0.945
decision_tree,1.0,0.98
random_forest,0.9966666666666667,0.97
